team,games_played,possessions,frequency,points_per_poss,points,fg_made,fg_att,fg_perc,eff_fg_perc,ft_freq,tov_freq,sf_freq,and1_freq,score_freq,percentile,season,playtype,offdef,teamcode,Team,CONF,DIV,GP,PPG,OPPPPG,AVGPTDIFF,PACE,oEFF,dEFF,EFFDIFF,SOS,SCHEDADJRATING,CONSISTENCYRATING,ADJ4FACTORS,WINS,LOSSES,WINPerc,EWINPerc,PROJWINPerc,AchievementLevel,Season,MIN,OffRtg,DefRtg,NetRtg,ASTPerc,ASTToTO,ASTRatio,OREBPerc,DREBPerc,REBPerc,TOVPerc,eFGPerc,TSPerc,PIE,Playoff
ATL,82,22.6,20.8,0.97,22,7.6,20,38.1,51.3,4.5,7.9,4,1,37.1,13.8,2017,spotup,offense,ATL2017,ATL,East,Southeast,82,103.4,108.8,-5.4,98.3,105,110.6,-5.6,0.34,-5.26,13.4,-0.037,24,58,0.293,0.338,0.322,-0.045,2017,3941,104.4,110.1,-5.7,62.2,1.53,17.6,26.3,71.9,48.9,15.7,51.2,54.7,46.8,1
MIA,82,21.9,20.5,1,21.9,7.8,20,38.9,52.1,3.8,5.9,3.3,1.1,38,34.5,2017,spotup,offense,MIA2017,MIA,East,Southeast,82,103.4,102.9,0.5,95.6,106.8,106.3,0.5,0.08,0.58,12.3,0.024,44,38,0.537,0.516,0.516,0.021,2017,3986,106.2,105.8,0.4,58.5,1.58,17.1,26.1,74.1,50.1,14.8,52,55.1,50.5,0
DET,82,20.4,18.9,1.07,21.9,7.6,18.7,40.6,54.8,4.8,5.3,4.6,1.4,40.3,96.6,2017,spotup,offense,DET2017,DET,East,Central,82,103.8,103.9,-0.1,96.2,107.2,107.3,-0.1,-0.17,-0.27,14.6,-0.032,39,43,0.476,0.497,0.497,-0.021,2017,3961,106.6,106.7,-0.1,58.2,1.7,17.1,26.9,74,49.9,13.8,51.2,54.3,48.9,0
HOU,82,21.4,19.9,1.02,21.7,7.2,19.1,37.7,52.6,4.7,6.7,4.3,0.9,37.4,55.2,2017,spotup,offense,HOU2017,HOU,West,Southwest,82,112.3,103.9,8.4,97.6,114.7,106,8.7,-0.34,8.36,11.7,0.038,65,17,0.793,0.771,0.777,0.022,2017,3951,114.1,105.7,8.4,55.7,1.56,16.4,25.4,75,50.3,14.1,55.1,59,53.1,1
LAL,82,21.8,19.2,0.99,21.7,7.5,19.5,38.5,51.4,5.3,6.2,5,1,38.7,27.6,2017,spotup,offense,LAL2017,LAL,West,Pacific,82,108.1,109.6,-1.5,100.3,106.5,108.1,-1.6,0.18,-1.42,13.4,0.022,35,47,0.427,0.452,0.451,-0.025,2017,3981,106,107.3,-1.3,58.4,1.51,17,27.9,72.9,50.5,15.5,51.7,54.8,49.1,0
MEM,82,22.2,20.9,0.97,21.5,7.6,19.7,38.5,50.5,4.8,7.1,4.2,0.5,38,6.9,2017,spotup,offense,MEM2017,MEM,West,Southwest,82,99.3,105.5,-6.2,94.9,104.5,111,-6.5,0.23,-6.27,11.6,-0.046,22,60,0.268,0.287,0.296,-0.019,2017,3941,103.6,110.4,-6.8,58.6,1.44,16.6,27.6,72.1,49.3,15.6,50,53.9,46,1
WAS,82,20.8,19.1,1.03,21.5,7.6,19.1,40,52.6,4.2,4.7,3.9,0.8,39.9,69,2017,spotup,offense,WAS2017,WAS,East,Southeast,82,106.6,106,0.6,96.6,109.4,108.7,0.7,-0.56,0.14,14.5,0.003,43,39,0.524,0.519,0.52,0.005,2017,3971,108.1,107.7,0.4,63.1,1.73,18.4,27.4,73.2,50.4,14.8,52.5,56,50.9,1
MIN,82,20.6,19,1.04,21.3,7.8,18.8,41.4,53.1,4.8,4.9,4.3,1.1,41.3,75.9,2017,spotup,offense,MIN2017,MIN,West,Northwest,82,109.5,107.3,2.2,96,113.4,111.1,2.3,-0.61,1.69,13,-0.052,47,35,0.573,0.57,0.572,0.003,2017,3961,112.5,110.2,2.3,55.3,1.82,17,28.9,72,50.3,12.8,52.3,56.6,51.8,0
CLE,82,19.5,18.1,1.08,21,7.2,18,39.8,54.7,4.2,4.2,3.8,0.5,40.2,100,2017,spotup,offense,CLE2017,CLE,East,Central,82,110.9,109.9,1,97.9,112.9,112,0.9,-0.01,0.89,14.4,0.009,50,32,0.61,0.525,0.533,0.085,2017,3946,112,111.1,1,57.9,1.7,17.5,24.3,73,49.2,13.9,54.7,58.4,50.2,1
OKC,82,20.8,18.6,1,20.9,7.1,18.8,37.7,51.8,4.7,5.9,4.2,1.1,37.5,44.8,2017,spotup,offense,OKC2017,OKC,West,Northwest,82,107.8,104.4,3.4,96.7,110.6,107.1,3.5,-0.72,2.78,14,-0.029,48,34,0.585,0.599,0.612,-0.014,2017,3966,110.1,106.4,3.7,53.5,1.53,15.8,32,72.5,51.5,14.3,51.4,54.6,50.8,1
LAC,82,20.6,18.7,0.99,20.4,7.1,18.3,39,50.9,6,6.3,5.4,1.2,39.2,24.1,2017,spotup,offense,LAC2017,LAC,West,Pacific,82,109,108.9,0.1,98.6,110.4,110.4,0,-0.31,-0.31,13.7,0.019,42,40,0.512,0.5,0.503,0.012,2017,3941,109.4,109.2,0.2,55.5,1.52,16.5,28.4,71.8,50.4,14.7,52.7,56.4,49.7,1
SAC,82,19.5,18.4,1,19.4,6.9,17.6,39,51,5.1,5.8,4.6,1.1,39.1,31,2017,spotup,offense,SAC2017,SAC,West,Pacific,82,98.8,105.8,-7,94.9,103.7,111.1,-7.4,0.25,-7.15,12.6,-0.071,27,55,0.329,0.279,0.27,0.05,2017,3951,103.1,110.4,-7.3,55.6,1.57,16.6,26.4,73.1,48.9,14.3,50.2,52.9,45.1,0
IND,82,18.2,17,1.03,18.8,6.8,16.6,41,53.6,3.7,6.2,3.5,1,40,65.5,2017,spotup,offense,IND2017,IND,East,Central,82,105.6,104.2,1.4,96,109.6,108.1,1.5,-0.52,0.98,14.2,-0.03,48,34,0.585,0.542,0.546,0.043,2017,3951,108.5,107.3,1.3,54.4,1.67,16.8,27.1,72.1,49.6,13.6,52.5,55.7,50.9,1
NYK,82,19.2,17.5,0.97,18.7,6.7,17.4,38.9,50.6,4.1,6.2,3.8,0.8,38.3,17.2,2017,spotup,offense,NYK2017,NYK,East,Atlantic,82,104.5,108,-3.5,96.8,107.1,110.7,-3.6,-0.35,-3.95,14.3,0,29,53,0.354,0.4,0.385,-0.046,2017,3966,106.3,109.7,-3.4,57.3,1.58,17.2,28.9,72.7,50.9,15,51,54.4,48.1,0
POR,82,18.5,17.1,1,18.6,6.6,17.1,38.5,51.6,3,5.2,3,0.6,38,41.4,2017,spotup,offense,POR2017,POR,West,Northwest,82,105.6,103,2.6,96.5,109.1,106.4,2.7,-0.43,2.27,13.3,0.026,49,33,0.598,0.581,0.586,0.017,2017,3951,108.4,105.7,2.7,49.6,1.44,15,27.9,74.6,51.3,13.9,51.1,54.9,51,1
PHX,82,18.6,16.6,0.92,17.1,6,16.8,35.6,48.2,3.9,6.7,3.7,0.7,34.8,0,2017,spotup,offense,PHX2017,PHX,West,Pacific,82,103.9,113.3,-9.4,100.2,103.5,112.9,-9.4,0.23,-9.17,14.3,-0.035,21,61,0.256,0.256,0.19,0,2017,3941,102.8,111.7,-9,55.3,1.35,15.6,27.1,72.4,49.3,15.5,49.5,53.2,44.2,0
GSW,82,15.9,14.7,1.04,16.6,6,14.6,41,53.3,4.5,5.5,4.4,1.8,40.4,79.3,2017,spotup,offense,GSW2017,GSW,West,Pacific,82,113.5,107.5,6,99.6,113.7,107.7,6,-0.57,5.43,14.4,0.108,58,24,0.707,0.661,0.698,0.046,2017,3946,112.8,106.8,5.9,68.5,1.9,20.9,24.3,71.2,49.7,15.3,56.9,60.3,55.4,1
MIL,82,26.1,22.9,1.05,27.3,9.5,23.3,41,53.9,5.7,6.3,5.4,0.9,41,79.3,2018,spotup,offense,MIL2018,MIL,East,Central,82,118.1,109.2,8.9,103.3,113.7,105.2,8.5,-1.07,7.43,11.9,0.079,60,22,0.732,0.763,0.793,-0.031,2018,3956,113.5,104.9,8.6,60.1,1.88,18.3,25,75.7,51.6,13.3,55,58.3,55.3,1
SAS,82,23.8,21.9,1.12,26.7,9.6,21.8,44.1,57.1,4.8,5.4,4.6,1.5,43.5,100,2018,spotup,offense,SAS2018,SAS,West,Southwest,82,111.7,110,1.7,98.3,112.9,111.2,1.7,0.07,1.77,16.1,0.012,48,34,0.585,0.542,0.556,0.043,2018,3961,112.2,110.5,1.6,58,2.03,18.1,24.6,74.4,50.1,12.2,53.4,57.2,51.6,1
WAS,82,26.1,23,1.01,26.3,9.1,23.7,38.7,51.2,5.6,5,5.4,1.1,39.3,37.9,2018,spotup,offense,WAS2018,WAS,East,Southeast,82,114,116.9,-2.9,101.4,111.1,113.9,-2.8,-0.02,-2.82,11.8,-0.054,32,50,0.39,0.406,0.405,-0.016,2018,3986,110.2,112.9,-2.7,62.3,1.87,18.4,25.2,70.6,47.7,13.6,53.1,56.7,48.7,1
ATL,81,25.9,22,1.03,26.6,9.1,23.2,39.4,53.6,4.8,7,4.4,1.1,38.6,55.2,2018,spotup,offense,ATL2018,ATL,East,Southeast,82,113.3,119.4,-6.1,103.9,108.2,113.9,-5.7,0.64,-5.06,12.5,-0.005,29,53,0.354,0.325,0.299,0.029,2018,3971,107.5,113.1,-5.5,62.4,1.52,17.7,28.4,71.8,49.6,16.2,52.2,55.5,46.4,0
UTA,82,25,22.3,1.04,25.9,8.8,22,40.2,54.2,5.9,7.7,5.3,1.5,39.7,69,2018,spotup,offense,UTA2018,UTA,West,Northwest,82,111.7,106.4,5.3,100.3,110.9,105.7,5.2,-0.87,4.33,16.3,0.069,50,32,0.61,0.625,0.675,-0.015,2018,3951,110.3,105.3,5,64.4,1.72,18.5,27.5,75.9,52.2,14.9,53.8,57.2,53.9,1
BOS,82,24.3,21.8,1.06,25.7,8.9,22,40.5,54,5,5.4,4.4,1,40.5,89.7,2018,spotup,offense,BOS2018,BOS,East,Atlantic,82,112.4,108,4.4,99.6,112.3,107.8,4.5,-0.5,4,14.6,0.003,49,33,0.598,0.621,0.645,-0.023,2018,3956,111.3,107,4.3,62.4,2.05,18.8,25.7,72.8,49.5,12.7,53.4,56.7,53,1
DAL,82,24.1,21.7,1.03,24.7,8.3,21.8,38.1,52,5.9,4.9,5.3,1.1,38.9,58.6,2018,spotup,offense,DAL2018,DAL,West,Southwest,82,108.9,110.1,-1.2,99,109.4,110.7,-1.3,0.36,-0.94,14.3,0.009,33,49,0.402,0.464,0.46,-0.062,2018,3956,108.7,110.1,-1.5,60.3,1.64,17,27.3,73.4,50.3,14.2,51.9,55.5,49.2,0
CHA,82,24.4,21.9,1.01,24.5,8.7,22.2,39.2,51.2,4.7,5.3,4.4,1.1,39.2,34.5,2018,spotup,offense,CHA2018,CHA,East,Southeast,82,110.7,111.8,-1.1,98.6,111.4,112.5,-1.1,-0.51,-1.61,16.2,-0.054,39,43,0.476,0.473,0.464,0.003,2018,3966,110.7,112,-1.3,57.8,1.9,17,26.8,73.1,49.5,12.2,51.4,55.4,48.6,0
BKN,82,24.8,21.6,0.99,24.5,8.4,21.6,38.7,51.2,6.8,7.2,6.1,1,39.1,20.7,2018,spotup,offense,BKN2018,BKN,East,Atlantic,82,112.2,112.3,-0.1,100.8,109.6,109.7,-0.1,0.06,-0.04,12.7,0.029,42,40,0.512,0.497,0.497,0.015,2018,3996,108.9,109,-0.1,59.2,1.58,16.9,28.2,72,50.1,14.6,52,55.6,49.2,0
ORL,82,23.7,21.6,1.02,24.1,8.4,21.8,38.5,51.6,4.6,4.4,4.4,1,38.8,44.8,2018,spotup,offense,ORL2018,ORL,East,Southeast,82,107.3,106.6,0.7,98.1,108.9,108.2,0.7,-0.11,0.59,16,0.007,42,40,0.512,0.517,0.523,-0.005,2018,3956,108.2,107.6,0.6,63.2,1.94,18.6,25.9,75.4,50.4,13.3,51.8,55,50.8,0
TOR,82,22.8,20.4,1.05,23.9,8.3,20.9,40,54.1,3.7,5.5,3.4,0.8,39.4,86.2,2018,spotup,offense,TOR2018,TOR,East,Atlantic,82,114.4,108.4,6,100.1,113.2,107.2,6,-0.94,5.06,13,0.043,58,24,0.707,0.678,0.698,0.029,2018,3976,112.6,106.8,5.8,60.3,1.81,18.2,26.5,72.6,50.2,13.8,54.3,57.9,53.3,1
MIA,82,22.9,20.5,1.04,23.8,8.2,20.9,39.1,53.5,4.6,4.7,4.3,0.7,39.3,72.4,2018,spotup,offense,MIA2018,MIA,East,Southeast,82,105.7,105.9,-0.2,98.2,107.4,107.6,-0.2,0.07,-0.13,14.3,0.018,39,43,0.476,0.494,0.493,-0.018,2018,3946,106.7,107.1,-0.4,61.2,1.65,17.6,29.1,73.1,50.9,14.9,51.5,54.2,50.1,1
HOU,82,21.9,19.9,1.05,22.9,7.9,20.4,38.6,53.9,3.5,4.2,3.1,0.9,38.2,82.8,2018,spotup,offense,HOU2018,HOU,West,Southwest,82,113.9,109.1,4.8,97.8,115.6,110.7,4.9,0.13,5.03,14,0,53,29,0.646,0.637,0.658,0.009,2018,3966,114.9,110.1,4.8,54.1,1.59,15.9,26.9,70,48.1,13.5,54.2,58.1,49.8,1
MIN,82,23.9,20.9,0.95,22.8,7.8,21.7,36,48.1,5.2,4.9,4.7,0.9,36.8,13.8,2018,spotup,offense,MIN2018,MIN,West,Northwest,82,112.5,114,-1.5,100.1,111.5,113,-1.5,0.91,-0.59,13.9,-0.059,36,46,0.439,0.457,0.451,-0.018,2018,3966,110.6,112.2,-1.6,59.1,1.88,17.4,29.2,70.9,49.7,12.9,51.1,55.2,49.8,1
DEN,82,22,19.7,1.03,22.7,7.9,20.2,39.3,53,4.2,5,3.9,0.9,39.1,62.1,2018,spotup,offense,DEN2018,DEN,West,Northwest,82,110.7,106.7,4,97.7,113,108.9,4.1,0.26,4.36,15,0.018,54,28,0.659,0.608,0.632,0.051,2018,3946,112.1,108.1,4,65.3,2.04,19.3,30.8,74.4,52.4,13.6,52.7,55.8,52.4,0
NOP,82,22.8,19.5,1,22.6,8.1,20.6,39.3,51.2,4.7,6.1,3.9,1.3,38.9,24.1,2018,spotup,offense,NOP2018,NOP,West,Southwest,82,115.4,116.8,-1.4,103.3,111.3,112.6,-1.3,0.35,-0.95,12.3,0.012,33,49,0.402,0.458,0.454,-0.056,2018,3951,110.7,112,-1.3,61.9,1.82,18.6,28.5,72.9,50.9,14.2,52.9,56.3,49.8,1
CHI,82,22.6,20.6,0.98,22.2,7.9,20.3,38.8,49.6,5.8,6,5.7,1.6,39,17.2,2018,spotup,offense,CHI2018,CHI,East,Central,82,104.9,113.4,-8.5,99,104.8,113.2,-8.4,0.88,-7.52,14.4,-0.051,22,60,0.268,0.28,0.22,-0.012,2018,3981,104.5,112.8,-8.3,55,1.55,16.3,24.2,72.7,48.3,14.1,50.5,54.1,45.3,0
DET,82,22.1,19.9,1,22.1,7.5,20.4,36.6,50.8,3.8,4.5,3.4,0.7,36.8,31,2018,spotup,offense,DET2018,DET,East,Central,82,107,107.3,-0.3,97.4,109,109.2,-0.2,-0.44,-0.64,14.2,-0.023,41,41,0.5,0.494,0.49,0.006,2018,3971,108.4,108.7,-0.3,57.9,1.63,16.5,29.1,74.5,50.9,14,50.9,54.4,48.2,0
OKC,81,21.2,17.9,1.02,21.7,7.4,19.3,38.4,52.8,4.5,5.4,4.1,0.8,38.4,51.7,2018,spotup,offense,OKC2018,OKC,West,Northwest,82,114.5,111.1,3.4,102.8,110.3,107.1,3.2,-0.52,2.68,11.4,-0.034,49,33,0.598,0.611,0.612,-0.013,2018,3971,109.8,106.5,3.4,54.8,1.67,16.3,29.8,73.8,50.9,13.4,51.4,54.5,50.6,1
CLE,82,20.8,19.1,1.02,21.2,7.4,19,38.8,52.1,4.3,5.1,3.9,0.7,38.8,48.3,2018,spotup,offense,CLE2018,CLE,East,Central,82,104.5,114.1,-9.6,96.6,107.7,117.6,-9.9,0.59,-9.31,13.9,-0.078,19,63,0.232,0.238,0.184,-0.006,2018,3951,106.8,116.8,-10,53.2,1.54,15.6,28.2,73.2,49.6,13.8,50.3,54,43.6,1
NYK,82,22.6,20.1,0.94,21.1,7.3,20.1,36.5,48.1,5.4,6.5,4.8,0.9,36.7,3.4,2018,spotup,offense,NYK2018,NYK,East,Atlantic,82,104.6,113.8,-9.2,99.6,104.5,113.7,-9.2,0.74,-8.46,12,-0.058,17,65,0.207,0.221,0.197,-0.014,2018,3956,104,112.9,-8.9,52.5,1.43,14.9,26.4,71.7,48.6,14,49,52.9,44.2,0
LAC,82,19.4,17.1,1.08,21,7.2,17.5,41.3,55.5,5.3,5.3,4.4,0.9,41.3,96.6,2018,spotup,offense,LAC2018,LAC,West,Pacific,82,115.1,114.3,0.8,101.7,112.4,111.6,0.8,-0.13,0.67,14.3,0.033,48,34,0.585,0.522,0.526,0.063,2018,3966,111.4,110.4,1,58.2,1.65,17.1,26.3,72.2,50,14.1,52.9,57.5,50.5,0
PHI,82,20.8,18.1,1.01,21,7.2,18.5,38.8,51,6.5,5.8,6,1.4,39.5,41.4,2018,spotup,offense,PHI2018,PHI,East,Atlantic,82,115.2,112.5,2.7,101.7,112.6,109.9,2.7,-0.19,2.51,14.1,0.061,51,31,0.622,0.576,0.589,0.046,2018,3961,111.6,109,2.6,64.8,1.8,18.7,27.8,74.1,51.7,14.4,53.2,57.4,52.9,1
MEM,82,22.1,20.5,0.94,20.7,7.3,20,36.5,48.4,4,6.3,3.5,0.9,36,6.9,2018,spotup,offense,MEM2018,MEM,West,Southwest,82,103.5,106.1,-2.6,96.6,106.1,108.8,-2.7,0.16,-2.54,12,-0.039,33,49,0.402,0.411,0.414,-0.009,2018,3976,105.6,108,-2.4,63.1,1.71,17.9,24.7,72.4,48.4,14.3,50.8,54.8,49,0
PHX,82,22.1,19.7,0.92,20.4,7,19.5,36.2,47.8,5.5,7.6,5.2,1.3,36.1,0,2018,spotup,offense,PHX2018,PHX,West,Pacific,82,107.4,116.8,-9.4,100.5,105.8,115,-9.2,1.32,-7.88,12.9,-0.061,19,63,0.232,0.238,0.19,-0.006,2018,3976,105.3,114.2,-8.9,59.5,1.53,17.3,24.7,68.3,46.4,15.3,51.4,55.2,45,0
GSW,82,19,17,1.04,19.7,7,17.6,39.9,53.3,4,4.2,3.5,1.1,39.6,75.9,2018,spotup,offense,GSW2018,GSW,West,Pacific,82,117.7,111.2,6.5,100.8,116,109.6,6.4,-0.57,5.83,16.2,0.094,57,25,0.695,0.653,0.714,0.042,2018,3961,115,108.6,6.5,66.8,2.06,20.4,25.7,72.7,50.5,13.9,56.5,59.6,54.6,1
POR,82,19.6,17.3,1,19.5,6.8,17.9,38.2,50.9,4.4,5,4.1,0.7,38.4,27.6,2018,spotup,offense,POR2018,POR,West,Northwest,82,114.7,110.5,4.2,99.1,114.6,110.5,4.1,-0.09,4.01,13.6,0.044,53,29,0.646,0.618,0.638,0.028,2018,3971,113.7,109.5,4.2,54.4,1.66,16.6,30.8,73.9,52.6,13.7,52.8,56.8,52.1,1
IND,82,18.1,16.5,1.06,19.1,6.8,16.4,41.7,55.1,4.7,6,4.1,1.2,40.9,93.1,2018,spotup,offense,IND2018,IND,East,Central,82,108,104.7,3.3,98.2,109.9,106.5,3.4,-1.47,1.93,15.6,-0.007,48,34,0.585,0.586,0.609,-0.001,2018,3941,109.4,106,3.4,62.8,1.9,18.9,26.9,72.2,49.9,13.9,53,56.1,52.7,1
SAC,82,18.5,15.9,1.03,19,6.7,17,39.3,52.9,3.9,4.8,3.6,0.7,39,65.5,2018,spotup,offense,SAC2018,SAC,West,Pacific,82,114.2,115.3,-1.1,103.1,110.5,111.6,-1.1,0.06,-1.04,12.7,-0.043,39,43,0.476,0.465,0.464,0.011,2018,3946,109.6,110.8,-1.2,58.8,1.9,17.7,26.8,71.3,48.7,12.8,52.4,55.4,49.5,0
LAL,82,19.2,16.6,0.95,18.2,6.4,17.8,36,48.5,3.2,4.5,3,0.6,35.9,10.3,2018,spotup,offense,LAL2018,LAL,West,Pacific,82,111.7,113.4,-1.7,103.1,107.8,109.4,-1.6,-0.25,-1.85,13.3,0.03,37,45,0.451,0.452,0.444,-0.001,2018,3956,107.4,108.9,-1.6,60,1.63,17.8,27,72.5,50.2,15,52.7,55.4,49.5,0
DAL,67,27.4,24.5,1.06,29.1,10,25,40.1,54.7,4.6,5.4,4.2,1.3,39.7,96.6,2019,spotup,offense,DAL2019,DAL,West,Southwest,67,116.4,110.3,6.1,99.1,116.7,110.6,6.1,-0.28,5.82,14.3,0.048,40,27,0.597,0.665,0.701,-0.068,2019,3236,115.8,110,5.8,58.8,1.91,17.6,27.5,73.8,51,12.7,54.8,58.1,52.6,0
SAS,63,26.7,24,1.04,27.6,9.8,24,41.5,53.1,6.4,7.1,6.1,1.8,41.1,69,2019,spotup,offense,SAS2019,SAS,West,Southwest,63,113.2,114.9,-1.7,99.9,112,113.7,-1.7,0.72,-0.98,12.5,-0.03,27,36,0.429,0.446,0.444,-0.017,2019,3059,111.3,112.8,-1.5,58.4,2,17.9,22.8,75.1,49.1,12.1,52.9,56.9,49.8,1
HOU,64,26.6,23.1,1.01,26.9,9.2,24,37.9,52.4,3.9,6.1,3.6,0.9,37.4,44.8,2019,spotup,offense,HOU2019,HOU,West,Southwest,64,118.1,114.4,3.7,103.3,113.8,110.2,3.6,-0.62,2.98,14.4,-0.003,40,24,0.625,0.599,0.622,0.026,2019,3087,113.4,109.9,3.4,52.2,1.46,15.5,26.1,71.4,48.7,14.1,53.9,57.8,49.7,1
NOP,64,26.5,22.5,1.01,26.9,9.2,24,39,52.8,5,7,4.3,1,38.3,51.7,2019,spotup,offense,NOP2019,NOP,West,Southwest,64,116.2,117,-0.8,103.8,110.8,111.6,-0.8,1.03,0.23,12.8,0.036,28,36,0.438,0.475,0.474,-0.037,2019,3102,110.6,111.6,-1,63.3,1.66,18.4,28.8,73.1,50.9,15.4,53.8,56.7,49.7,0
MIN,64,28.3,24.1,0.95,26.8,9.2,25,36.7,48.8,5.4,7,5,0.9,36.9,13.8,2019,spotup,offense,MIN2019,MIN,West,Northwest,64,113.3,117.5,-4.2,103.3,108.2,112.2,-4,0.39,-3.61,11.3,-0.047,19,45,0.297,0.362,0.362,-0.065,2019,3112,107.6,111.6,-4,59,1.55,16.7,26.4,73.1,48.8,14.6,51.4,55.1,47.2,0
CHA,65,25.7,23.6,0.99,25.5,8.9,23,38.5,51.3,5.5,6.8,5.3,1.7,38,34.5,2019,spotup,offense,CHA2019,CHA,East,Southeast,65,102.9,109.6,-6.7,95.8,106.4,113.3,-6.9,0.81,-6.09,13.2,-0.064,23,42,0.354,0.3,0.279,0.054,2019,3150,105.9,112.8,-7,63.9,1.63,17.7,28,70.6,48.6,15,50.4,53.9,45.5,0
DET,66,24.2,22.1,1.03,24.9,8.4,22,38.4,52.4,5.4,5,5.1,1.1,38.8,62.1,2019,spotup,offense,DET2019,DET,East,Central,66,107.2,110.8,-3.6,97.6,109,112.7,-3.7,-0.47,-4.17,14.4,-0.011,20,46,0.303,0.398,0.381,-0.095,2019,3193,108.8,112.3,-3.5,61.2,1.58,17.7,27.7,71.7,49.3,15.5,52.9,56.1,47.3,1
CHI,65,25.7,22.9,0.98,25.2,8.7,23,37.9,51.3,4.4,7,3.8,1,37.3,31,2019,spotup,offense,CHI2019,CHI,East,Central,65,106.8,109.9,-3.1,99.7,106.7,109.8,-3.1,-0.48,-3.58,12.2,-0.082,22,43,0.338,0.399,0.398,-0.061,2019,3135,105.8,108.9,-3.1,58.7,1.5,16.9,26.7,71.9,48.1,15.3,51.5,54.7,46.6,0
PHX,65,26,23,0.97,25.1,8.7,24,36.6,49.5,4.3,5.1,3.9,0.6,37,24.1,2019,spotup,offense,PHX2019,PHX,West,Pacific,65,112.6,113.9,-1.3,101.3,110.6,111.9,-1.3,0.02,-1.28,13.3,-0.028,26,39,0.4,0.461,0.457,-0.061,2019,3135,110.2,111.3,-1,66.6,1.8,19.1,26.1,72.8,49.4,14.8,52.8,57.2,50.4,0
PHI,65,23.9,21.5,1.03,24.5,8.6,22,39.4,53.2,4.3,5.5,4.1,1,39,58.6,2019,spotup,offense,PHI2019,PHI,East,Atlantic,65,109.6,107.4,2.2,98.8,110.4,108.2,2.2,0.64,2.84,13.6,0.021,39,26,0.6,0.564,0.572,0.036,2019,3135,109.7,107.6,2.1,63.4,1.82,18.6,27.8,75.4,51.5,14.2,53,56.2,52.5,1
WAS,64,23.4,20.3,1.05,24.6,8.5,21,40.1,53.4,5.6,4.8,5,0.9,40.9,86.2,2019,spotup,offense,WAS2019,WAS,East,Southeast,64,115.6,119.7,-4.1,102.8,111.9,115.8,-3.9,-0.34,-4.24,12.8,-0.077,24,40,0.375,0.381,0.365,-0.006,2019,3087,111.1,115,-3.9,60.4,1.8,17.8,26,70.8,47.6,13.5,52.8,56.8,47.8,0
UTA,64,22.5,20.6,1.09,24.4,8.6,20,42.9,57.8,4,7.7,3.8,0.7,41.3,100,2019,spotup,offense,UTA2019,UTA,West,Northwest,64,111,107.9,3.1,98.4,112.6,109.4,3.2,-0.81,2.39,12.9,0.092,41,23,0.641,0.598,0.602,0.043,2019,3077,112.1,108.8,3.3,55.2,1.49,16.7,25.8,74.7,51.2,15,55.2,58.7,51.8,1
MIL,65,22.4,19.4,1.06,23.8,8.1,20,40.4,54.4,5.6,6,5.2,1.3,40.5,93.1,2019,spotup,offense,MIL2019,MIL,East,Central,65,118.6,107.4,11.2,105,112.6,101.9,10.7,-1.55,9.15,13.5,0.112,53,12,0.815,0.786,0.869,0.029,2019,3130,112.3,101.6,10.7,59.5,1.74,18.1,24.1,77.6,52.4,14.1,55.3,58.3,56.8,1
SAC,64,23,20.9,1.04,24,8.4,21,39.8,53.4,3.9,5.1,3.7,0.9,39.5,75.9,2019,spotup,offense,SAC2019,SAC,West,Pacific,64,109,110.9,-1.9,98.4,109.7,111.6,-1.9,1.1,-0.8,12.3,-0.017,28,36,0.438,0.439,0.437,-0.001,2019,3102,109,110.8,-1.7,58,1.62,17.3,25.6,73.5,49,14.4,53.1,56.3,47.8,0
ATL,67,24.8,21.3,0.92,22.8,7.9,22,35.6,47.9,4,7.2,3.5,0.9,34.8,0,2019,spotup,offense,ATL2019,ATL,East,Southeast,67,111.8,119.7,-7.9,103,107.2,114.8,-7.6,1.48,-6.12,15.2,-0.037,20,47,0.299,0.309,0.24,-0.01,2019,3256,107,114.4,-7.4,58.9,1.48,16.9,26.7,70.8,48.4,15.5,51.5,55.4,45.4,0
BKN,64,25,21.7,0.95,23.6,8.2,22,36.9,49.9,3.8,7.8,3.6,0.4,36,10.3,2019,spotup,offense,BKN2019,BKN,East,Atlantic,64,110.8,111.4,-0.6,101.1,108.1,108.7,-0.6,-0.52,-1.12,13.8,0.048,30,34,0.469,0.483,0.48,-0.014,2019,3112,107.8,108.3,-0.6,60.2,1.55,17,28.4,73.7,51.4,15.1,51.5,55,50,1
TOR,64,23.2,20.8,1.01,23.4,8,21,37.7,52,3.9,5.9,3.6,0.9,37.4,48.3,2019,spotup,offense,TOR2019,TOR,East,Atlantic,64,113,106.5,6.5,100.5,111.7,105.3,6.4,-1.19,5.21,12.6,0.021,46,18,0.719,0.694,0.714,0.025,2019,3092,111.3,104.9,6.4,62.6,1.76,18.2,25.9,71.5,49.4,14.2,53.6,57.4,53.1,1
OKC,64,24.3,22.3,0.97,23.4,8.2,21,38.2,50,5.7,7.2,5.4,1.2,38.1,20.7,2019,spotup,offense,OKC2019,OKC,West,Northwest,64,110.8,108.3,2.5,98.6,111.6,109.2,2.4,0.26,2.66,12.7,0.009,40,24,0.625,0.575,0.582,0.05,2019,3092,111,108.4,2.5,54.3,1.63,16.5,23.9,72.8,49.2,13.5,53.4,57.7,52.5,1
