team,games_played,possessions,frequency,points_per_poss,points,fg_made,fg_att,fg_perc,eff_fg_perc,ft_freq,tov_freq,sf_freq,and1_freq,score_freq,percentile,season,playtype,offdef
NYK,82,4.9,4.4,0.87,4.2,1.4,3.8,37.5,44.4,9.8,13.1,9.5,1.5,36.7,79.3,2016,handoff,defense
PHI,82,4.4,3.9,0.97,4.3,1.5,3.5,43.9,51.4,8.9,11.7,7.8,1.1,42.6,10.3,2016,handoff,defense
PHX,82,4.9,4.4,0.86,4.3,1.5,4.1,36.5,43.4,8.2,9.9,7.4,1.2,37.1,86.2,2016,handoff,defense
OKC,82,4.7,4.3,0.92,4.3,1.5,3.5,43.1,49.3,11.3,14.1,10.2,1.6,42.4,37.9,2016,handoff,defense
IND,82,4.7,4.4,0.91,4.3,1.5,3.8,39.2,45.5,10.5,10.3,9.5,1.8,40.1,55.2,2016,handoff,defense
ORL,82,4.9,4.5,0.89,4.3,1.7,4.1,40.9,46.7,6.3,10.5,5.8,1,39.3,69,2016,handoff,defense
POR,82,5.1,4.7,0.87,4.5,1.6,4.3,37.9,44.9,7.1,10.2,6.9,1.9,37.3,82.8,2016,handoff,defense
SAC,82,4.9,4.5,0.92,4.5,1.6,4.1,38.9,46.3,9,7.8,8.5,0.5,40.4,44.8,2016,handoff,defense
CHA,82,4.6,4.4,0.97,4.5,1.6,3.9,42.2,51.1,7.9,10.8,7.9,2.4,40.4,13.8,2016,handoff,defense
MIA,82,4.7,4.4,0.97,4.6,1.8,4,43.8,49.7,8.5,8.5,8,1.8,43.3,6.9,2016,handoff,defense
LAC,82,5.2,4.8,0.9,4.7,1.6,4.3,38.6,44.9,9.4,9.9,8.3,1.9,39.4,58.6,2016,handoff,defense
DET,82,5,4.8,0.93,4.7,1.7,4,42.2,47.9,10,12.7,9.2,2.2,41.4,31,2016,handoff,defense
NOP,82,5,4.5,0.95,4.7,1.8,4,43.5,51.1,7.9,12.8,7.1,2,40.8,17.2,2016,handoff,defense
CLE,82,4.9,4.5,1.06,5.2,1.9,4.4,44.4,54.1,5.5,6.3,5.3,1.5,43.8,3.4,2016,handoff,defense
BOS,82,4.9,4.5,1.16,5.7,2.1,4.1,50.9,59.7,8.7,8.5,8.2,1.5,49.9,0,2016,handoff,defense
HOU,82,4.4,4.1,0.82,3.6,1.4,3.7,36.4,45.1,4.7,12.6,4.4,1.1,33.5,96.6,2017,handoff,defense
OKC,82,4.8,4.5,0.8,3.8,1.4,3.8,38.1,45.2,6.3,16.5,5.8,1.3,34.2,100,2017,handoff,defense
DEN,82,4.6,4.2,0.84,3.8,1.4,3.6,37.8,45.3,7.7,13.6,6.9,1.1,36.3,89.7,2017,handoff,defense
DET,82,4.3,4,0.94,4,1.5,3.3,44.7,51.6,8,15.1,7.1,1.1,41.7,31,2017,handoff,defense
NYK,82,5,4.5,0.86,4.3,1.6,4.2,37.8,44.6,7.6,9.4,6.7,1.7,37.4,75.9,2017,handoff,defense
LAL,82,5.1,4.5,0.85,4.3,1.7,4.4,38,44.5,6,9.3,5.3,1.4,36.8,82.8,2017,handoff,defense
CHI,82,5.2,4.8,0.84,4.4,1.6,4.2,37.3,44.4,6.9,12.3,6.4,1.2,35.7,86.2,2017,handoff,defense
IND,82,5,4.7,0.87,4.4,1.6,4,40.1,47.1,6.6,13.1,6.1,0.2,37.9,62.1,2017,handoff,defense
LAC,82,4.6,4.2,0.95,4.4,1.7,3.7,44.9,51.5,9.2,13.6,7.9,2.4,42.3,17.2,2017,handoff,defense
PHI,82,5.1,4.5,0.87,4.4,1.5,4.2,36.3,43.9,10.3,9.4,8.6,2.2,37.4,69,2017,handoff,defense
TOR,82,5.2,4.7,0.87,4.5,1.6,4.2,39.4,45,9,11.3,7.8,1.2,38.9,65.5,2017,handoff,defense
MIL,82,5.1,4.7,0.9,4.6,1.7,4.3,40,46.3,7.9,10.3,6.5,1.9,39.5,48.3,2017,handoff,defense
GSW,82,5.4,4.8,0.85,4.6,1.8,4.7,37.4,43.9,5.4,8.1,4.8,0.7,36.9,79.3,2017,handoff,defense
MIN,82,5,4.7,0.93,4.7,1.8,4.1,43.6,50.6,6,13.3,5.8,1,40.3,41.4,2017,handoff,defense
SAS,82,5,4.8,0.94,4.7,1.9,4.1,45.4,51.5,6.8,13.3,6.5,1.7,41.9,24.1,2017,handoff,defense
BOS,82,5.6,5.2,0.86,4.8,1.8,4.7,38.7,44.6,7.2,10.9,6.8,1.5,38,72.4,2017,handoff,defense
CLE,82,5.1,4.7,0.94,4.8,1.8,4.4,40.8,50.4,4.5,10.5,3.8,0.7,38.8,20.7,2017,handoff,defense
MIA,82,5.5,5.2,0.88,4.9,1.8,4.5,39.3,45,9.7,10.5,9.2,1.5,39.6,51.7,2017,handoff,defense
PHX,82,5.2,4.7,0.95,5,1.8,4.3,42.1,48.4,9.3,9.3,7.7,1.2,42.7,13.8,2017,handoff,defense
WAS,82,5.5,5,0.92,5,1.8,4.4,41.9,49.4,8.9,13.6,8.3,2.5,39.7,44.8,2017,handoff,defense
DAL,82,4.8,4.5,1.06,5,2,4,48.3,56.6,6.6,10.5,5.4,1.8,45.8,0,2017,handoff,defense
MEM,82,5.1,4.8,1.01,5.2,1.8,4.1,43.2,50.9,11.2,10.3,10,2.1,43.7,6.9,2017,handoff,defense
ORL,82,5.6,5.1,0.93,5.3,1.9,4.6,42.5,48.7,8.4,11.9,6.9,1.3,41.3,37.9,2017,handoff,defense
NOP,82,6.4,5.6,0.83,5.3,2.1,5.5,37.9,43.1,5.7,9.9,5.1,1.7,36.6,93.1,2017,handoff,defense
UTA,82,5.7,5.4,0.94,5.4,2,4.8,41.1,48.9,7.2,10.4,6.6,1.5,40,27.6,2017,handoff,defense
POR,82,6.2,5.8,0.88,5.5,2.2,5.3,40.8,47,5.7,10.6,5.1,1.6,38.6,55.2,2017,handoff,defense
SAC,82,5.5,5.2,1.02,5.6,2.1,4.7,46.1,55.9,4.6,11.7,2.6,0.7,42.6,3.4,2017,handoff,defense
ATL,82,5.9,5.4,0.98,5.8,2.2,4.9,44.1,51.7,8.8,9.7,8.8,1.4,43.7,10.3,2017,handoff,defense
CHA,82,6.8,6.3,0.88,6,2.2,5.5,40,46.5,8,12.9,7.7,1.6,38.6,58.6,2017,handoff,defense
BKN,82,6.7,6,0.94,6.3,2.3,5.8,40.6,46.3,8.5,7.1,7.6,1.3,41.7,34.5,2017,handoff,defense
HOU,82,4.4,3.9,0.96,4.2,1.5,3.6,43.3,49.8,8.4,11.7,7.5,1.7,42.1,37.9,2018,handoff,defense
LAL,82,5.6,4.8,0.77,4.3,1.7,4.7,35.8,41.2,5.5,11.2,5.5,1.1,34.4,100,2018,handoff,defense
DEN,82,4.9,4.5,0.89,4.4,1.5,3.8,39.2,45.8,11.5,12.7,9.7,1.2,39.7,65.5,2018,handoff,defense
TOR,82,5.3,4.7,0.84,4.5,1.7,4.4,38.6,43.9,8.5,9.4,6.2,1.1,38.3,89.7,2018,handoff,defense
MIN,82,5.2,4.6,0.87,4.5,1.7,4.2,39.9,46.2,9.2,12.2,7.5,1.9,38.7,75.9,2018,handoff,defense
MEM,82,5.4,5,0.84,4.5,1.6,4.3,37,44.8,8.1,13.8,6.8,1.8,35.7,93.1,2018,handoff,defense
MIA,82,5.5,5,0.82,4.5,1.7,4.5,37,42.7,7.9,12.1,6.6,1.5,36.6,96.6,2018,handoff,defense
OKC,81,5.5,4.8,0.85,4.7,1.8,4.3,40.6,47.3,6.3,15.4,5,0.9,37.3,82.8,2018,handoff,defense
SAC,82,4.9,4.2,0.96,4.7,1.7,4,43,51.7,6.8,11.3,6,0.5,41.5,31,2018,handoff,defense
CHA,82,5.4,4.9,0.91,4.9,1.7,4.4,38.5,46.8,8.8,11.1,7.7,1.8,38.5,58.6,2018,handoff,defense
DET,82,5.7,5.3,0.86,4.9,1.8,4.7,38.6,43.9,8.1,10.6,6.6,0.9,38.9,79.3,2018,handoff,defense
PHX,82,5.4,4.7,0.94,5.1,2,4.4,44.5,52.3,6.3,14.2,4.9,2.2,40.2,44.8,2018,handoff,defense
WAS,82,5.3,4.6,0.99,5.2,2,4.5,44.4,52.2,7.6,10.4,6.9,2.5,41.9,10.3,2018,handoff,defense
NYK,82,5.7,5.1,0.92,5.3,1.9,4.7,40.1,46.9,8.9,10.2,7.7,1.9,40.2,51.7,2018,handoff,defense
NOP,82,5.7,4.9,0.94,5.3,1.9,4.6,41.8,49.1,8.2,11,6.9,1.3,40.9,41.4,2018,handoff,defense
BKN,82,6,5.2,0.89,5.3,2.1,5.3,38.6,44.3,6.7,5.5,6.5,1.2,39.4,69,2018,handoff,defense
ATL,81,5.6,4.8,0.97,5.4,1.9,4.5,42.8,50.3,8.9,11.1,8.2,1.6,42,17.2,2018,handoff,defense
DAL,82,5.8,5.2,0.94,5.4,2,4.8,41.1,48.5,7.6,10.7,7.2,1.3,40.4,48.3,2018,handoff,defense
LAC,82,6,5.2,0.91,5.5,2,5,40.2,48.1,7.8,10.2,7.1,2.2,39.4,55.2,2018,handoff,defense
MIL,82,6.5,5.7,0.85,5.6,2,5.5,36.7,43.8,7.1,9.3,6.1,1.1,36.7,86.2,2018,handoff,defense
BOS,82,6.4,5.7,0.89,5.7,2.1,5.3,38.6,46.7,6.7,11.6,6.3,1.5,37.3,72.4,2018,handoff,defense
GSW,82,6,5.3,0.97,5.8,2,4.8,42.6,52.6,8.1,13.9,7.7,0.8,40.6,20.7,2018,handoff,defense
SAS,82,6,5.5,1.01,6.1,2.3,5.2,45.2,54.5,5.2,10.1,5.2,1,42.9,6.9,2018,handoff,defense
IND,82,6.3,5.8,0.98,6.2,2.3,5.1,45.3,53.4,8.7,12.7,7.5,1.5,42.8,13.8,2018,handoff,defense
POR,82,6.9,6.2,0.9,6.2,2.3,5.9,40,46.9,7.3,8.9,7.3,1.8,39.7,62.1,2018,handoff,defense
CLE,82,6.1,5.7,1.04,6.4,2.4,5.3,45.6,54,7.6,8.2,7.6,2,44.7,0,2018,handoff,defense
PHI,82,6.7,5.8,0.96,6.4,2.5,5.8,42.6,48.9,9,7.1,7.5,2.7,42.8,27.6,2018,handoff,defense
CHI,82,6.5,5.8,1.01,6.5,2.5,5.6,44.5,53.1,6.8,8.5,5.8,1.5,43.3,3.4,2018,handoff,defense
ORL,82,7.1,6.5,0.96,6.9,2.6,6.1,43.1,50.4,7.5,8.9,6.7,1.9,42.2,24.1,2018,handoff,defense
UTA,82,8,7.2,0.96,7.7,2.9,6.8,42.4,50.2,7.6,9.2,6.6,1.4,41.8,34.5,2018,handoff,defense
TOR,64,3.8,3.3,0.87,3.3,1.2,2.9,40.1,46.5,10.3,16.5,9.5,3.7,37.4,79.3,2019,handoff,defense
CHA,65,4.7,4.3,0.88,4.1,1.4,3.8,37.4,45.1,7.9,11.5,6.6,0.3,37.8,72.4,2019,handoff,defense
DEN,65,5.3,4.8,0.78,4.1,1.4,4.1,35.2,41.6,8.2,15.5,8.2,1.7,33.5,100,2019,handoff,defense
BOS,64,5.4,4.8,0.83,4.5,1.5,4.2,35.3,43.3,9.6,14.2,8.4,1.7,35.4,96.6,2019,handoff,defense
SAC,64,5.4,4.9,0.85,4.6,1.5,4.1,37.7,45.6,10.7,15.6,9,1.4,37,93.1,2019,handoff,defense
MIA,65,5.1,4.6,0.95,4.8,1.6,4,39.9,48.9,9.7,12.5,9.1,2.1,38.9,24.1,2019,handoff,defense
CHI,65,5.2,4.7,0.93,4.9,1.7,4.1,40.6,50.4,8.8,13.5,6.8,0.6,39.7,34.5,2019,handoff,defense
SAS,63,5.5,4.9,0.91,5,1.9,4.7,40.5,48,5.2,9.2,4.3,0.6,39.2,48.3,2019,handoff,defense
HOU,64,5.8,5,0.87,5,1.9,5,38.5,45.6,6.7,9.9,6.4,1.6,37,82.8,2019,handoff,defense
NYK,66,5.8,5.2,0.85,4.9,1.8,4.6,38.4,45.2,8.4,13.9,7.9,1.3,37.2,86.2,2019,handoff,defense
PHX,65,5.1,4.5,0.99,5.1,1.9,4.1,45.3,53,9,12.6,7.5,1.8,43.5,13.8,2019,handoff,defense
NOP,64,5.9,5.1,0.87,5.2,2,5,38.7,44.3,7.6,8.7,6.6,1.3,38.9,75.9,2019,handoff,defense
LAC,64,6,5.3,0.88,5.3,1.9,4.9,37.7,45.7,8.5,10.6,7.8,0.8,38,65.5,2019,handoff,defense
DAL,67,5.6,5,0.92,5.1,1.9,4.5,42.8,50.5,7.2,13.1,6.7,1.9,39.9,37.9,2019,handoff,defense
OKC,64,6,5.4,0.89,5.4,2,5.2,38.6,45.2,7.2,8.8,6.2,2.3,38.2,62.1,2019,handoff,defense
DET,66,5.7,5.3,0.92,5.3,1.9,4.7,40.7,48.1,8.4,11.9,8.4,2.6,39.3,44.8,2019,handoff,defense
LAL,63,6.1,5.5,0.9,5.5,1.9,4.7,41.4,48.8,8.5,16.3,7.2,1,39,55.2,2019,handoff,defense
ATL,67,5.9,5,0.9,5.3,2,5,39.6,47,6.1,9.7,5.9,1.3,38.4,58.6,2019,handoff,defense
GSW,65,4.9,4.4,1.11,5.5,1.9,4,48.4,57.8,10.6,11.3,8.8,2.5,47.2,0,2019,handoff,defense
BKN,64,6.6,5.7,0.85,5.6,2.1,5.7,36.8,42.2,7.6,7.3,6.9,1.9,37.7,89.7,2019,handoff,defense
WAS,64,5.6,4.9,1.02,5.7,2.1,4.6,46.1,54.8,8.1,12.8,7.2,2.5,43.2,6.9,2019,handoff,defense
MEM,65,6.4,5.6,0.88,5.6,1.9,5.3,36.5,44.8,8.9,9.8,8.6,1.4,36.8,69,2019,handoff,defense
IND,65,6.3,5.6,0.9,5.7,2,5,40.3,47.2,9.3,12,8.6,1,40,51.7,2019,handoff,defense
PHI,65,6.5,5.9,0.93,6,2.2,5.3,40.8,46.9,10.2,9.5,9.7,1.7,41.6,31,2019,handoff,defense
MIL,65,6.7,5.8,0.92,6.2,2.2,5.6,40,47.7,7.5,10,5.7,0.9,39.5,41.4,2019,handoff,defense
POR,66,6.4,5.6,0.97,6.2,2.3,5.4,43.3,51,7.1,10.8,6.1,1.6,41.4,20.7,2019,handoff,defense
ORL,65,6.7,6.2,0.95,6.3,2.4,5.6,42.4,51.8,5.7,12.6,5.1,1.4,39.3,27.6,2019,handoff,defense
MIN,64,6.7,5.7,1,6.7,2.4,5.4,43.5,51.4,10.8,11,9.9,3.3,43,10.3,2019,handoff,defense
CLE,65,7,6.3,0.98,6.8,2.6,5.9,43.6,50.7,8,8.8,7.7,1.5,43.1,17.2,2019,handoff,defense
UTA,64,7.6,6.9,1.02,7.8,2.9,6.5,45.3,53.5,6.8,9.3,6.6,1.4,44,3.4,2019,handoff,defense
UTA,82,8,7.7,0.84,6.7,2.6,6.4,40,46.2,6.4,14.1,5.3,0.9,37.4,17.2,2015,handoff,offense
BOS,82,7.4,6.6,0.86,6.4,2.3,5.9,39.3,44.4,9.4,12.2,7.9,1,39.6,41.4,2015,handoff,offense
CHA,82,5.8,5.4,0.93,5.4,1.9,4.8,40.2,46.7,10.3,9,9.7,1.9,41.4,89.7,2015,handoff,offense
POR,82,6,5.4,0.88,5.2,2,5,39.7,45.5,6.8,9.8,5.7,1.4,38.7,55.2,2015,handoff,offense
PHI,82,5.8,5.3,0.9,5.2,1.9,4.5,42.2,48.8,8.9,14.6,7,1.1,40.4,79.3,2015,handoff,offense
LAC,82,5.9,5.6,0.85,5,1.9,5,39.2,44,7.4,10.1,6.4,1.2,38.8,31,2015,handoff,offense
DEN,82,5.5,5,0.89,5,1.8,4.4,40.3,49,7.5,13.9,5.9,1.1,38.5,69,2015,handoff,offense
CHI,82,5.6,5.1,0.88,4.9,1.9,4.5,41.1,47.4,6.8,13.8,5.7,1.8,37.9,58.6,2015,handoff,offense
LAL,82,4.9,4.5,0.89,4.3,1.4,4,36.2,43.1,10.5,9.8,9.8,2,37.6,65.5,2015,handoff,offense
ATL,82,4.6,4.3,0.93,4.3,1.7,3.7,45.5,51.8,7.4,14.5,6.9,1.8,41.4,86.2,2015,handoff,offense
MIN,82,4.4,4.1,0.95,4.2,1.6,3.8,42.2,48.4,8.2,8.2,6.9,1.1,42.9,96.6,2015,handoff,offense
ORL,82,4.9,4.5,0.87,4.2,1.7,4,42.7,46.8,5.5,12.8,3.8,1.3,39.6,44.8,2015,handoff,offense
MIL,82,4.6,4.4,0.9,4.2,1.6,3.9,40.7,47.6,6.8,10.5,5.5,0.8,39.4,75.9,2015,handoff,offense
IND,82,4.9,4.5,0.8,3.9,1.5,4.1,36,41.9,7.7,10.9,6.7,1.5,35.6,6.9,2015,handoff,offense
NOP,82,4,3.7,0.91,3.6,1.4,3.3,42.5,48.7,6.4,10.4,5.5,0.3,41.3,82.8,2015,handoff,offense
SAS,82,4.2,4,0.85,3.5,1.4,3.5,39.2,42.9,7.6,9.6,7,1.2,39.4,27.6,2015,handoff,offense
MIA,82,4.3,4.1,0.82,3.5,1.4,3.6,39.4,41.8,9.4,9.7,8.8,2,39.5,13.8,2015,handoff,offense
SAC,82,3.9,3.5,0.88,3.5,1.3,3.3,39,44.8,8.8,10.3,8.1,3.1,38.1,62.1,2015,handoff,offense
GSW,82,3.2,2.8,1.07,3.4,1.2,2.5,47.1,57,9.3,12,6.9,1.5,45.6,100,2015,handoff,offense
MEM,82,3.9,3.6,0.86,3.3,1.2,3.1,38.5,43,9.8,9.5,8.9,0.6,40.5,37.9,2015,handoff,offense
PHX,82,4.7,4.2,0.71,3.3,1.2,3.9,31.8,37.6,5.7,13.2,4.2,1.6,30.4,0,2015,handoff,offense
NYK,82,3.8,3.6,0.85,3.3,1.4,3.4,40.5,44.4,4.5,7.3,3.8,0.6,39.5,34.5,2015,handoff,offense
DAL,82,3.7,3.5,0.87,3.2,1.2,3.1,39.7,47.7,3.9,11.5,3,0,37.5,48.3,2015,handoff,offense
HOU,82,3.5,3.1,0.87,3,1.1,2.7,40.5,48.6,7.7,16.1,7,1.1,37.5,51.7,2015,handoff,offense
TOR,82,3.2,3.1,0.94,3,1,2.6,38.7,44.3,13.3,8.3,11.4,1.9,42.4,93.1,2015,handoff,offense
CLE,82,3.4,3.2,0.9,3,1.1,2.9,36.5,44.8,5.8,7.2,5.1,0.4,37.3,72.4,2015,handoff,offense
WAS,82,3.1,2.8,0.84,2.6,1,2.4,40.6,45.9,8.3,15.4,7.9,1.2,38.6,24.1,2015,handoff,offense
DET,82,3.3,3,0.75,2.5,0.9,2.7,34.5,40.8,5.9,13.3,6.3,1.8,32.5,3.4,2015,handoff,offense
BKN,82,2.8,2.6,0.81,2.3,1,2.4,40.7,44.1,6,11.2,5.2,0.4,39.5,10.3,2015,handoff,offense
OKC,82,2.4,2.2,0.84,2,0.7,1.8,40.4,45.7,8.5,16.6,6.5,1,38.2,20.7,2015,handoff,offense
LAL,82,6.8,6.1,1.01,6.9,2.4,5.7,42.7,51.9,8.2,9.5,7.3,1.3,41.9,93.1,2016,handoff,offense
DEN,82,7,6.2,0.93,6.5,2.4,5.7,41.9,49.4,8.9,10.5,7.3,1.7,40.9,58.6,2016,handoff,offense
BOS,82,7,6.5,0.92,6.4,2.3,5.6,41,47.4,8.5,12.9,8,1.4,39.8,48.3,2016,handoff,offense
POR,82,6.5,5.9,0.93,6,2.2,5.1,41.9,47.7,10.6,12.3,9.6,2.5,41.3,55.2,2016,handoff,offense
CHA,82,5.8,5.5,1.01,5.9,1.9,4.7,40.7,48.4,12.8,8.4,12.8,2.7,42.9,96.6,2016,handoff,offense
MIA,82,6.1,5.7,0.88,5.4,2.1,5.3,39.6,46.8,6,8.6,5.4,0.8,38.7,27.6,2016,handoff,offense
PHI,82,6.3,5.7,0.85,5.4,2,5,39,47,6.9,14.6,6.3,1,36.3,13.8,2016,handoff,offense
UTA,82,5.8,5.7,0.92,5.4,1.9,4.9,39.1,47.1,7.9,10,7.1,1.3,39.2,51.7,2016,handoff,offense
MIL,82,5,4.8,0.99,5,1.9,4.4,43.5,52.5,5.1,8.3,4.9,1,42,89.7,2016,handoff,offense
ORL,82,5.5,5,0.9,4.9,1.8,4.5,40.4,47.1,9.3,11.6,8.4,2.2,39.8,31,2016,handoff,offense
LAC,82,5.2,4.8,0.91,4.7,1.8,4.3,42.1,49.9,6.9,12.5,7.1,2.4,38.8,44.8,2016,handoff,offense
DET,82,4.8,4.4,0.94,4.5,1.6,4,40.1,46.2,8.4,8.6,8.4,1.5,40.4,65.5,2016,handoff,offense
SAS,82,5,4.7,0.91,4.5,1.7,4.1,42.2,47,8.8,11,7.3,1.7,41.3,37.9,2016,handoff,offense
BKN,82,4.6,4.1,0.97,4.5,1.6,3.7,42.5,52.2,8.8,13.3,8,1.9,40.6,75.9,2016,handoff,offense
MIN,82,4.6,4.3,0.96,4.4,1.6,3.8,43.8,51.5,8.5,11.6,8.2,1.6,42.6,72.4,2016,handoff,offense
ATL,82,4.9,4.4,0.8,3.9,1.4,3.9,35.8,40.3,9.7,12,8.5,1.7,36.4,3.4,2016,handoff,offense
MEM,82,4,3.8,0.95,3.8,1.3,3.4,39.3,46.2,9.1,7.6,8.5,0.6,41.5,69,2016,handoff,offense
CHI,82,4.6,4.2,0.81,3.8,1.4,3.8,37,42,7.9,11.1,7.9,0.8,36.8,6.9,2016,handoff,offense
NYK,82,3.9,3.5,0.94,3.7,1.5,3.3,45.2,49.8,6.3,10.6,6.3,1.9,42.8,62.1,2016,handoff,offense
NOP,82,3.3,3,1.07,3.5,1.3,2.8,47.2,53,10,6.3,9.3,1.9,48.1,100,2016,handoff,offense
SAC,82,3.8,3.6,0.91,3.5,1.3,3.2,41.3,46.5,8.3,9.6,8.6,1,41.5,41.4,2016,handoff,offense
HOU,82,3.7,3.3,0.91,3.3,1.1,3,37.1,48.6,6.6,12.9,7,1,35.8,34.5,2016,handoff,offense
GSW,82,3.4,3.1,0.98,3.3,1.2,2.8,43.2,52.6,6.8,11.5,6.1,0.7,41.7,86.2,2016,handoff,offense
IND,82,3.4,3.1,0.88,3,1.1,2.7,42.5,48.6,6.9,14.5,6.9,1.4,39.1,24.1,2016,handoff,offense
OKC,82,3.5,3.1,0.83,2.9,1.1,2.9,38.9,44.9,7.4,12,7.4,1.8,36.4,10.3,2016,handoff,offense
DAL,82,2.9,2.9,0.97,2.8,1.1,2.6,43,50.7,4.2,7.5,4.6,1.7,41,79.3,2016,handoff,offense
CLE,82,2.7,2.5,0.97,2.6,0.9,2.2,39.9,48.9,9.1,10.9,7.7,0.9,40.5,82.8,2016,handoff,offense
TOR,82,3,2.8,0.86,2.5,1,2.5,39.7,44.1,7.8,10.7,6.6,2.5,38.7,17.2,2016,handoff,offense
PHX,82,3.4,2.9,0.71,2.4,0.9,2.7,34.4,38.2,6.9,13.8,5.8,0.7,33.3,0,2016,handoff,offense
WAS,82,2.6,2.4,0.87,2.3,0.9,2.3,39.8,45.7,5.5,10.6,5.5,2.3,37.3,20.7,2016,handoff,offense
MIA,82,11.4,10.6,0.94,10.7,3.9,9.9,38.9,48.5,6.2,8,5.4,1.5,38.4,69,2017,handoff,offense
DET,82,11.8,10.9,0.85,10,3.8,9.7,39,44.5,8,10.8,7.1,1,38.6,17.2,2017,handoff,offense
DEN,82,7.7,7,0.97,7.5,2.8,6.4,44.2,50.4,8.1,10.1,7.3,1.1,43.1,79.3,2017,handoff,offense
PHI,82,7.8,7,0.91,7.1,2.8,6.5,42.2,48.7,5.9,11.9,5.2,1.4,39.7,51.7,2017,handoff,offense
ATL,82,6.3,5.8,0.96,6.1,2.2,5.1,42.5,49.3,10.2,11.7,8.8,2.9,41.7,75.9,2017,handoff,offense
UTA,82,6.6,6.3,0.87,5.8,2.3,5.4,42,48.2,5.5,13.9,5.1,0.6,38.9,34.5,2017,handoff,offense
CHI,82,6.4,5.9,0.88,5.7,2,5.3,37.6,45.6,7.8,11.4,7.2,1.3,36.9,41.4,2017,handoff,offense
BOS,82,6.1,5.7,0.87,5.3,1.9,5,38.9,46.3,7.5,12.7,6.7,0.8,37.9,31,2017,handoff,offense
PHX,82,5.7,5.1,0.86,4.9,1.8,4.7,38,44.7,6.8,10.9,6.4,1.1,37.1,20.7,2017,handoff,offense
ORL,82,6,5.5,0.81,4.9,1.7,4.8,36.4,41.2,10.4,11.4,8.9,1,38.2,6.9,2017,handoff,offense
POR,82,4.9,4.5,0.99,4.8,1.7,4,41.8,50.2,9.7,11,8.5,1.7,41.9,89.7,2017,handoff,offense
SAC,82,5.2,4.9,0.92,4.8,1.9,4.5,41.7,48.9,5,9.2,4,1.2,39.6,55.2,2017,handoff,offense
BKN,82,5.3,4.8,0.86,4.6,1.6,4.4,36.2,44.5,8.5,11.7,7.1,3,35.2,24.1,2017,handoff,offense
IND,82,4.5,4.1,1.02,4.5,1.8,3.6,48.3,54.5,9,11.5,7.7,2.2,45.8,96.6,2017,handoff,offense
LAC,82,5.2,4.7,0.86,4.5,1.7,4.2,39.1,46.4,7,12.7,5.4,1.4,37.3,27.6,2017,handoff,offense
NOP,82,4.1,3.6,1.04,4.2,1.7,3.4,50.5,58.2,4.5,12.9,3.6,1.2,45.6,100,2017,handoff,offense
SAS,82,4.4,4.1,0.93,4.1,1.6,3.6,43.4,49.3,8.6,11.7,7.8,2.2,41.4,58.6,2017,handoff,offense
WAS,82,4.8,4.4,0.84,4,1.5,3.9,38.6,42.9,9.4,12.4,8.6,1.8,38.5,13.8,2017,handoff,offense
DAL,82,4.5,4.2,0.89,4,1.6,3.8,41.6,48.9,4.6,10.7,4.4,0.3,39.1,44.8,2017,handoff,offense
MIN,82,4,3.7,0.99,4,1.4,3.4,41.1,48.4,10.9,6.1,10.3,2.1,42.6,86.2,2017,handoff,offense
TOR,82,4.1,3.7,0.97,4,1.4,3.3,43.8,52.8,7.8,14,7.8,1.5,40.9,82.8,2017,handoff,offense
MEM,82,4.2,4,0.9,3.8,1.4,3.5,39.6,46.5,8.3,10.9,7.5,0.6,39.7,48.3,2017,handoff,offense
MIL,82,3.8,3.6,0.99,3.7,1.4,3.2,44.4,51.9,6.8,11,5.8,1.3,42.6,93.1,2017,handoff,offense
LAL,82,4.5,4,0.82,3.7,1.5,3.7,39.9,44.9,6.8,13,5.7,1.6,36.7,10.3,2017,handoff,offense
CHA,82,3.9,3.5,0.95,3.7,1.4,3.2,42.5,47.7,9.8,8.2,9.5,2.2,42.9,72.4,2017,handoff,offense
NYK,82,3.7,3.3,0.94,3.4,1.4,3.1,45.3,51,5,10.3,4.7,0,42.3,65.5,2017,handoff,offense
HOU,82,3.3,3.1,0.94,3.1,1,2.6,39.2,48.2,9.6,12.9,9.2,2.2,38.6,62.1,2017,handoff,offense
GSW,82,3.5,3.2,0.88,3.1,1.2,2.9,42,50.4,3.8,14.3,3.5,1.4,36.7,37.9,2017,handoff,offense
CLE,82,3.4,3.2,0.79,2.7,1,2.8,36.1,42.3,6.1,12.1,5.4,1.4,34.3,3.4,2017,handoff,offense
OKC,82,2.6,2.3,0.71,1.9,0.7,2.2,33,40.2,3.8,13.6,3.3,1.4,30,0,2017,handoff,offense
PHI,82,9.5,8.2,1.05,9.9,3.6,8.1,44.1,53.5,7.6,7.7,6.6,1.2,44.3,100,2018,handoff,offense
DEN,82,9.1,8.2,0.9,8.2,3.3,7.8,41.7,47,6.4,9.1,5.7,1.2,40.9,31,2018,handoff,offense
MIA,82,9.3,8.3,0.88,8.1,2.9,7.9,36.4,46,6.2,9.7,5.3,1.1,35.7,24.1,2018,handoff,offense
DET,82,7.9,7.1,1.03,8.1,3,7,42.9,52.3,7.1,6,6,2,42.9,96.6,2018,handoff,offense
UTA,82,8.6,7.7,0.91,7.8,2.8,7,40.9,48.5,8.8,12.6,7.3,1.8,39.7,41.4,2018,handoff,offense
